RUN,Hit Finding,SeparateStrongFromWeak,FinerInspection,IncreaseThreshold -t 50,IncreaseThreshold -t 100,sortHits,Ice Ratio (%),SAMPLE,COMMENT,NOZZLE,DATE (m/d/y),START TIME (hh:mm:ss),END TIME (hh:mm:ss),LENGTH (mm:ss),MCC ENERGY (eV),PULSE LENGTH (fs),REP RATE    (Hz),CHARGE (pC),PULSE ENERGY (mJ),FOCAL SIZE (um^2),SILICON FILTERS (um),TRANSMISSION,ATTENUATION CHANGED DURING RUN?,ATTENUATOR IN FRONT OF FRONT DETECTOR (um),SAMPLE-DETECTOR Z (mm),DS1 POS Z (mm),DS1 QMAX (Å-1),DS1 MOVED DURING RUN?,DSD POS Z (mm),DSD QMAX (Å-1),DSD MOVED DURING RUN?,SAMPLE X POS ROUGH (mm),SAMPLE Y POS ROUGH (mm),SAMPLE Z POS ROUGH (mm),SAMPLE X POS FINE (encoder),SAMPLE Z POS FINE (encoder),DISTANCE FROM NOZZLE (mm),CHANGED Y OR Z POS DURING RUN?,PRESSURE SAMPLE CHAMBER (torr),PRESSURE DETECTOR STAGE (torr),GAS PRESSURE (PSI N2),LIQUID PRESSURE (PSI He),PIEZO WAVEFORM,PIEZO FREQUENCY (Hz),PIEZO AMPLITUDE (Vpp),NOZZLE DIAMETER (pixels),JET DIAMETER MEASURE AT?,JET DIAMETER (um),FLOW RATE (ul/min),DROPLET VELOCITY (m/s),DROPLET DIAMETER (um),DROPLET-DROPLET DISTANCE (um),CALCULATED TEMPERATURE (K),DAQ MODE,# OF FILES (.xtc),SIZE (GB),FRAMES / GB,FRAMES PROCESSED,#HITS hitfinder,RATE (%) hitfinder,#ICEHITS hitfinder,ICE RATIO,COMMENT copy,run copy,runnum,nxtc,sizextc,nfr,darksub,hitf,nhitf,hitfADC,hitfNAT,hitfr,icef,nicef,icefADC,icefNAT,icefr,comment,type0,type0 < 50ADUs,50ADUs < type0 < 100ADUs,type1,type1 < 50ADUs,50ADUs < type1 < 100ADUs,type2,type3,strong hits,strong hits > 50ADUs,strong hits > 100ADUs,type0 damagedHits,type1 damagedHits,type0 failedFits,type1 failedFits,type0 damagedHits > 50ADUs,type1 damagedHits > 50ADUs,type0 failedFits > 50ADUs,type1 failedFits > 50ADUs,type0 damagedHits > 100ADUs,type1 damagedHits > 100ADUs,type0 failedFits > 100ADUs,type1 failedFits > 100ADUs
1,,,,,,,,dark calibration,,,1/18/2013,,,0:49,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,75,77,5788,0,0.00,0,0.00,,1,1,5,75,5788,-1,0,0,500,100000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,,,,,,,,silver behenate,pixel calibration,,1/18/2013,,,2:31,9400,45.2,120,150,3.03,1.5x1.5,800,7.67E-04,,,129.015,-449.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,197,77,15175,14955,98.55,0,0.00,pixel calibration,2,2,5,197,15175,-1,1,14955,100,100,98.55,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,,,,,,,,silver behenate,pixel calibration,,1/18/2013,,,0:52,9400,47.3,120,150,3.03,1.5x1.5,800,7.67E-04,,,129.0148,-449.9852,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,60,103,6155,6084,98.85,0,0.00,pixel calibration,3,3,5,60,6155,-1,1,6084,100,1000,98.85,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,,,,,,,,silver behenate,pixel calibration,,1/18/2013,,,1:30,9400,44.3,120,150,3.03,1.5x1.5,1040,8.91E-05,,,129.0148,-449.9852,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,100,107,10670,10198,95.58,0,0.00,pixel calibration,4,4,5,100,10670,-1,1,10198,100,10,95.58,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,,,,,,,,Cu fluorescence,gain calibration; DSD only,,1/18/2013,,,3:44,9400,45.2,120,150,,1.5x1.5,,3.75E-04,,,129.0144,-449.9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,262,0,100,100,100.00,0,0.00,gain calibration; DSD only,5,5,5,262,100,-1,1,100,100,100,100,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,,,,,,,,Cu fluorescence,gain calibration; DSD only,,1/18/2013,,,2:26,9400,45.2,120,150,3.03,1.5x1.5,720,1.60E-03,,,129.0144,-449.9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,165,0,-1,-1,-1.00,-1,-1.00,gain calibration; DSD only,6,6,5,165,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah dir!,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,,,,,,,,dark calibration,,,1/18/2013,,,2:00,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,135,106,14324,0,0.00,0,0.00,,7,7,5,135,14324,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,,,,,,,,Cu fluorescence,gain calibration; DS1 only,,1/18/2013,,,7:50,9400,50,120,150,3.03,1.5x1.5,,1.60E-03,,,229.0014,-349.9986,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,10,475,0,-1,-1,-1.00,-1,-1.00,gain calibration; DS1 only,8,8,10,475,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah dir!,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,,,,,,,,Cu fluorescence,gain calibration,,1/18/2013,,,1:25,9400,50,120,150,3.03,1.5x1.5,,,,,229.0042,-349.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,95,0,-1,-1,-1.00,-1,-1.00,gain calibration,9,9,5,95,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah dir!,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,,,,,,,,Cu fluorescence,not useful; too much flux for Cu,,1/18/2013,,,0:23,9400,50,120,150,3.03,1.5x1.5,,,,,229.0048,-349.9952,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,25,0,-1,-1,-1.00,-1,-1.00,not useful; too much flux for Cu,10,10,5,25,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah dir!,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,,,,,,,,Cu fluorescence,gain calibration; too short to be useful,,1/18/2013,,,1:04,9400,50,120,150,3.03,1.5x1.5,,,,,229.0046,-349.9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,75,0,-1,-1,-1.00,-1,-1.00,gain calibration; too short to be useful,11,11,5,75,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,no cheetah dir!,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,,,,,,,,Cu fluorescence,"gain calibration, last 10 s Bragg peaks ocurred",,1/18/2013,,,5:25,9400,50,120,150,3.03,1.5x1.5,,1.57E-03,,,229.0052,-349.9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,365,99,36000,36000,100.00,0,0.00,"gain calibration, last 10 s Bragg peaks ocurred",12,12,5,365,36000,-1,1,36000,1,1000,100,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,X: 54 hits,X: 2 weak; 52 strong,X: 48 (0); 1 (1); 2 (2); 1 (3),X: 48 (0); 1 (1),X: 0 (0); 0 (1),X:,2.04,H2O,~8.6 um droplets ~400 um away from the nozzle,HN130110-5,1/18/2013,15:11:50,15:17:07,5:17,9394.418944,45.1,120,150,3.2,1.5x1.5,400,2.77E-02,,,129.0132,-449.9868,,,,,,,,,,,,,,,220,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,298.00,120Hz-Cont,5,355,107,37942,54,0.14,6,0.02,~8.6 um droplets ~400 um away from the nozzle,13,13,5,355,37942,-1,1,54,50,10000,0.14,1,6,500,10,0.02,DONE,48,48,0,1,1,0,2,1,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,X: 13874 hits,X: 18 weak; 13856 strong,X: 13850 (0); 2 (1); 1 (2); 3 (3),X: 2902 (0); 2 (1),X: 1695 (0); 0 (1),X:,0.01,H2O,~8.6 um droplets ~400 um away from the nozzle; illumination laser on,HN130110-5,1/18/2013,15:17:17,15:25:35,8:18,9394.452139,46.4,120,150,3.2,1.5x1.5,0,1.00E+00,,,129.013,-449.987,,,,,,6.8203,-140.1344,6.2998,32,-1212082,0.400029950159991,,4.80E-04,,220,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,298.00,120Hz-Cont,10,560,106,59621,13874,23.27,154,0.26,~8.6 um droplets ~400 um away from the nozzle; illumination laser on,14,14,10,560,59621,-1,1,13874,50,10000,23.27,1,154,2000,10,0.26,DONE,13850,2902,1695,2,2,0,1,3,13852,10948,9253,0,0,11,0,0,0,2,0,0,0,0,0
15,X: 19740 hits,X: 15 weak; 19725 strong,X: 19713 (0); 5 (1); 0 (2); 7 (3),X: 4382 (0); 0 (1),X: 2647 (0); 1 (1),X:,0.03,H2O,~8.6 um droplets ~400 um away from the nozzle,HN130110-5,1/18/2013,15:25:38,15:39:55,14:17,9394.469331,46.4,120,150,3.2,1.5x1.5,0,1.00E+00,,,129.013,-449.987,,,,,,6.8203,-140.1344,6.2998,32,-1212082,0.400029950159991,,4.80E-04,,220,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,298.00,120Hz-Cont,15,965,106,102480,19740,19.26,171,0.17,~8.6 um droplets ~400 um away from the nozzle,15,15,15,965,102480,-1,1,19740,50,10000,19.26,1,171,2000,10,0.17,DONE,19713,4382,2647,5,0,1,0,7,19718,15336,12688,28,0,24,2,21,0,1,0,0,0,0,0
16,X: 13649 hits,X: 14 weak; 13635 strong,X: 13632 (0); 0 (1); 0 (2); 3 (3),X: 3564 (0); 0 (1),X: 1856 (0); 0 (1),X:,0.00,H2O,~8.6 um droplets ~400 um away from the nozzle; illumination laser off,HN130110-5,1/18/2013,15:39:59,15:50:51,10:52,9394.420999,46.4,120,150,3.2,1.5x1.5,0,1.00E+00,,,129.0126,-449.9874,,,,,,6.8228,-140.1344,6.2998,37,-1212072,0.400007024188332,,4.80E-04,,220,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,298.00,120Hz-Cont,10,746,100,74619,13649,18.29,110,0.15,~8.6 um droplets ~400 um away from the nozzle; illumination laser off,16,16,10,746,74619,-1,1,13649,50,10000,18.29,1,110,2000,10,0.15,DONE,13632,3564,1856,0,0,0,0,3,13632,10068,8212,7,0,29,0,6,0,2,0,0,0,0,0
17,X: 5 hits,X: 3 weak; 2 strong,X: no water/ice; 1 (2); 1 (3),,,,,H2O,~8.6 um droplets ~20 mm away from nozzle; illumination laser on; very low hit rate,HN130110-5,1/18/2013,16:00:50,16:17:43,16:53,9400,45.7,120,150,3.2,1.5x1.5,0,1.00E+00,,,129.0128,-449.9872,,,,,,8.2207,-120.1344,11.2002,44,-1212061,21.0267104161409,,4.80E-04,,221,487,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.69,33.92,245.64,120Hz-Cont,15,1140,106,121326,5,0.00,5,0.00,~8.6 um droplets ~20 mm away from nozzle; illumination laser on; very low hit rate,17,17,15,1140,121326,-1,1,5,50,10000,0,1,5,2000,10,0,DONE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,X: 0 hits,,,,,,,H2O,~8.6 um droplets ~25 mm away from the nozzle; no hits,HN130110-5,1/18/2013,17:29:47,17:30:08,0:22,9400,48.5,120,150,3.2,1.5x1.5,640,3.20E-03,,,129.0126,-449.9874,,,,,,8.4004,-115.1344,11,42,-1212061,25.879225170164,,4.50E-04,,200,494,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.73,33.92,242.54,120Hz-Cont,5,25,104,2609,0,0.00,0,0.00,~8.6 um droplets ~25 mm away from the nozzle; no hits,18,18,5,25,2609,-1,1,0,50,10000,0,1,0,500,10,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
19,X: 2 hits,X: 1 weak; 1 strong,X: no water/ice; 1 (3),,,,,H2O,~8.6 um droplets ~25 mm away from the nozzle; very low hit rate,HN130110-5,1/18/2013,17:30:14,17:35:01,4:47,9400,48.5,120,150,3.2,1.5x1.5,640,3.20E-03,changed to 0.0277,,129.0126,-449.9874,,,,,,8.4004,-115.1344,11,42,-1212081,25.8792070078867,,4.50E-04,,197,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,242.54,120Hz-Cont,5,320,107,34301,2,0.01,2,0.01,~8.6 um droplets ~25 mm away from the nozzle; very low hit rate,19,19,5,320,34301,-1,1,2,50,10000,0.01,1,2,500,10,0.01,DONE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,X: 1328 hits,X: 0 weak; 1328 strong,X: 1314 (0); 2 (1); 9 (2); 3 (3),X: 1282 (0); 2 (1),X: 32 (0); 0 (1),X:,0.15,H2O,~8.6 um droplets ~25 mm away from the nozzle,HN130110-5,1/18/2013,17:35:17,17:55:13,19:56,9394.717907,43.9,120,150,3.2,1.5x1.5,,2.00E-02,,,129.0128,-449.9872,,,,,,8.4004,-115.1344,11,42,-1212081,25.8792070078867,,4.50E-04,,200,490,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.70,33.92,242.54,120Hz-Cont,15,1340,107,143172,1328,0.93,13,0.01,~8.6 um droplets ~25 mm away from the nozzle,20,20,15,1340,143172,-1,1,1328,50,10000,0.93,1,13,500,10,0.01,DONE,1314,1282,32,2,2,0,9,3,1316,32,0,0,0,3,1,0,0,0,0,0,0,0,0
21,X: 755 hits,X: 0 weak; 755 strong,X: 754 (0); 0 (1); 1 (2); 0 (3),X: 140 (0); 0 (1),X: 261 (0); 0 (1),X:,0.00,H2O,~8.6 um droplets ~25 mm away from the nozzle,HN130110-5,1/18/2013,17:55:31,17:59:07,3:36,9394.643143,46.5,120,150,3.2,1.5x1.5,,1.17E-01,,,129.0128,-449.9872,,,,,,8.4004,-115.1344,11,40,-1212080,25.8792073072984,,4.50E-04,,200,488,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.69,33.92,242.54,120Hz-Cont,6,303,64,19496,755,3.87,1,0.01,~8.6 um droplets ~25 mm away from the nozzle,21,21,6,303,19496,-1,1,755,50,10000,3.87,1,1,1000,10,0.01,DONE,754,140,261,0,0,0,1,0,754,614,353,0,0,0,0,0,0,0,0,0,0,0,0
22,X: 13161 hits,X: 0 weak; 13161 strong,X: 13131 (0); 7 (1); 14 (2); 9 (3),X: 2491 (0); 5 (1),X: 4557 (0); 2 (1),X:,0.05,H2O,~8.6 um droplets ~25 mm away from the nozzle,HN130110-5,1/18/2013,17:59:13,18:55:00,55:47,9394.65988,47.9,120,150,3.2,1.5x1.5,,1.17E-01,,,129.0126,-449.9874,,,,,,8.4004,-115.1344,11,40,-1212100,25.8791891453756,,4.50E-04,,197,484,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.67,33.92,242.54,120Hz-Cont,46,3827,99,379429,13161,3.47,32,0.01,~8.6 um droplets ~25 mm away from the nozzle,22,22,46,3827,379429,-1,1,13161,50,10000,3.47,1,32,1000,10,0.01,DONE,13131,2491,4557,7,5,2,14,9,13138,10642,6083,0,0,1,6,0,0,0,0,0,0,0,0
23,X: 1414 hits,X: 0 weak; 1414 strong,X: 1208 (0); 71 (1); 133 (2); 2 (3),X: 1169 (0); 42 (1),X: 39 (0); 25 (1),X:,5.55,H2O,~8.6 um droplets ~35 mm away from the nozzle,HN130110-5,1/18/2013,19:07:27,19:26:56,19:29,9394.69138,49.7,120,150,3.08,1.5x1.5,400,2.77E-02,,,129.0128,-449.9872,,,,,,9.0254,-105.1344,12.7002,36,-1212100,36.0411564485204,,4.50E-04,,200,480,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.64,33.92,238.19,120Hz-Cont,15,1310,107,139528,1414,1.01,205,0.15,~8.6 um droplets ~35 mm away from the nozzle,23,23,15,1310,139528,-1,1,1414,50,10000,1.01,1,205,500,10,0.15,DONE,1208,1169,39,71,42,25,133,2,1279,68,4,0,0,1,33,0,0,0,0,0,0,0,0
24,X: 236 hits,X: 0 weak; 236 strong,X: 212 (0); 9 (1); 15 (2); 0 (3),X: 20 (0); 1 (1),X: 62 (0); 8 (1),X:,4.07,H2O,~8.6 um droplets ~35 mm away from the nozzle,HN130110-5,1/18/2013,19:28:13,19:29:36,1:23,9394.639267,49.7,120,150,3.08,1.5x1.5,240,1.10E-01,,,129.0128,-449.9872,,,,,,9.0254,-105.1344,12.7002,36,-1212100,36.0411564485204,,4.50E-04,,200,480,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.64,33.92,238.19,120Hz-Cont,5,95,104,9866,236,2.39,24,0.24,~8.6 um droplets ~35 mm away from the nozzle,24,24,5,95,9866,-1,1,236,50,10000,2.39,1,24,1000,10,0.24,DONE,212,20,62,9,1,8,15,0,221,200,130,0,0,0,5,0,0,0,0,0,0,0,0
25,X: 2480 hits,X: 0 weak; 2480 strong,X: 2152 (0); 102 (1); 223 (2); 3 (3),X: 2050 (0); 74 (1),X: 103 (0); 28 (1),X:,4.53,H2O,~8.6 um droplets ~35 mm away from the nozzle,HN130110-5,1/18/2013,19:30:19,20:00:27,30:08,9394.672349,49.7,120,150,3.08,1.5x1.5,400,2.77E-02,,,129.0126,-449.9874,,,,,,9.0254,-105.1344,12.7002,34,-1212097,36.0411585017997,,4.50E-04,,200,480,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.64,33.92,238.19,120Hz-Cont,26,2225,91,203258,2480,1.22,328,0.16,~8.6 um droplets ~35 mm away from the nozzle,25,25,26,2225,203258,-1,1,2480,50,10000,1.22,1,328,500,10,0.16,DONE,2152,2050,102,102,74,28,223,3,2254,130,0,0,0,4,51,0,0,0,0,0,0,0,0
26,,,,,,,,dark calibration,,,1/18/2013,20:00:41,20:02:45,2:04,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,140,105,14712,0,0.00,0,0.00,,26,26,5,140,14712,-1,1,0,100,10000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,X: 1525 hits,X: 0 weak; 1525 strong,X: 916 (0); 185 (1); 422 (2); 2 (3),X: 827 (0); 116 (1),X: 89 (0); 60 (1),X:,16.80,H2O,~8.6 um droplets ~45 mm away from the nozzle,HN130110-5,1/18/2013,20:09:20,20:31:00,21:40,9394.678303,48.3,120,150,3.08,1.5x1.5,400,2.77E-02,,,129.0128,-449.9872,,,,,,9.2246,-95.1344,13.9004,34,-1212070,46.0943296380132,,4.40E-04,,190,476,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.62,33.92,235.35,120Hz-Cont,20,1469,106,155328,1525,0.98,610,0.39,~8.6 um droplets ~45 mm away from the nozzle,27,27,20,1469,155328,-1,1,1525,50,10000,0.98,1,610,500,10,0.39,DONE,916,827,89,185,116,60,422,2,1101,158,9,0,0,0,86,0,0,0,0,0,0,0,0
28,X: 70 hits,X: 0 weak; 70 strong,X: 35 (0); 14 (1); 20 (2); 1 (3),X: 35 (0); 7 (1),X: 0 (0); 6 (1),X:,28.57,H2O,~8.6 um droplets ~45 mm away from the nozzle,HN130110-5,1/18/2013,20:31:08,20:32:28,1:20,9394.634897,48.3,120,150,3.08,1.5x1.5,400,2.77E-02,,,129.0128,-449.9872,,,,,,9.2246,-95.1344,13.9004,34,-1212070,46.0943296380132,,4.40E-04,,186,480,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.64,33.92,235.35,120Hz-Cont,5,100,85,8461,70,0.83,35,0.41,~8.6 um droplets ~45 mm away from the nozzle,28,28,5,100,8461,-1,1,70,50,10000,0.83,1,35,500,10,0.41,DONE,35,35,0,14,7,6,20,1,49,7,1,0,0,0,8,0,0,0,0,0,0,0,0
29,X: 1895 hits,X: 0 weak; 1895 strong,X: 1055 (0); 250 (1); 587 (2); 3 (3),X: 971 (0); 162 (1),X: 83 (0); 76 (1),X:,19.16,H2O,~8.6 um droplets ~45 mm away from the nozzle,HN130110-5,1/18/2013,20:32:37,20:59:42,27:05,9394.662836,48.3,120,150,3.08,1.5x1.5,400,2.77E-02,,,129.0128,-449.9872,,,,,,9.2246,-95.1344,13.9004,34,-1212070,46.0943296380132,,4.40E-04,,190,480,SINE,9.00E+05,20,,SEM,3.6,18.64,30.52,8.64,33.92,235.35,120Hz-Cont,25,1839,105,192408,1895,0.98,842,0.44,~8.6 um droplets ~45 mm away from the nozzle,29,29,25,1839,192408,-1,1,1895,50,10000,0.98,1,842,500,10,0.44,DONE,1055,971,83,250,162,76,587,3,1305,172,13,0,0,0,116,0,0,0,0,0,0,0,0
30,,,,,,,,dark calibration,,,1/18/2013,21:01:10,21:07:41,6:31,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,215,104,22349,0,0.00,0,0.00,,30,30,5,215,22349,-1,1,0,100,10000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,,,,,,,,dark calibration,,,1/19/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,10,83,826,0,0.00,0,0.00,,31,31,5,10,826,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,,,,,,,,dark calibration,,,1/19/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,5,63,317,0,0.00,0,0.00,,32,32,5,5,317,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,,,,,,,,dark calibration,,,1/19/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,5,97,484,0,0.00,0,0.00,,33,33,5,5,484,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,,,,,,,,dark calibration,,,1/19/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,5,90,451,0,0.00,0,0.00,,34,34,5,5,451,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,,,,,,,,dark calibration,,,1/19/2013,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,30,78,2338,0,0.00,0,0.00,,35,35,5,30,2338,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,,,,,,,,dark calibration,,,1/19/2013,,,2:48,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,225,89,20045,0,0.00,0,0.00,,36,36,5,225,20045,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,X: 60097 hits,X: 0 weak; 60097 strong,X: 60042 (0); 2 (1); 37 (2); 16 (3),X: 16407 (0); 1 (1),X: 10393 (0); 1 (1),X:,0.00,H2O,~14.8 um droplets ~300 um away from the nozzle,CXI Feb2011-1,1/19/2013,10:33:13,10:56:46,23:23,9400,51.8,120,150,2.99,1.5x1.5,0,1.00E+00,,,129.0148,-449.9852,,,,,,2.3945,-139.785,1.2803,22,-1212062,0.300000000416678,,5.90E-04,,500,210,SINE,2.00E+05,20,,LAB,8.1,19.3871,6.27,13.56,31.35,298.00,120Hz-Cont,20,1616,103,166774,60097,36.03,43,0.03,~14.8 um droplets ~300 um away from the nozzle,37,37,20,1616,166774,-1,1,60097,50,10000,36.03,1,43,2000,10,0.03,DONE,60042,16407,10393,2,1,1,37,16,60044,43636,33242,0,0,0,0,0,0,0,0,0,0,0,0
38,,,,,,,,dark calibration,,,1/19/2013,11:15:35,11:16:23,0:48,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120Hz-Cont,5,55,103,5656,0,0.00,0,0.00,,38,38,5,55,5656,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
39,X: 235 hits,X: 0 weak; 235 strong,X: 233 (0); 0 (1); 1 (2); 1 (3),X: 233 (0); 0 (1),X: 0 (0); 0 (1),X:,0.00,H2O,~14.8 um droplets ~10 mm away from the nozzle,CXI Feb2011-1,1/19/2013,11:19:45,11:22:05,2:20,9400,48,120,150,2.99,1.5x1.5,480,1.35E-02,,,129.0134,-449.9866,,,,,,2.5469,-129.785,1.1797,26,-1212060,10.3016190352124,,5.70E-04,,500,210,SINE,2.00E+05,20,,,,,,,,,120Hz-Cont,5,158,94,14885,235,1.58,1,0.01,~14.8 um droplets ~10 mm away from the nozzle,39,39,5,158,14885,-1,1,235,50,10000,1.58,1,1,500,10,0.01,DONE,233,233,0,0,0,0,1,1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
