RUN,Hit Finding,SeparateStrongFromWeak,FinerInspection,IncreaseThreshold -t 50,IncreaseThreshold -t 100,sortHits,Ice Ratio (%),SAMPLE,COMMENT,NOZZLE,DATE (m/d/y),START TIME (hh:mm:ss),END TIME (hh:mm:ss),LENGTH (mm:ss),MCC ENERGY (eV),PULSE LENGTH (fs),REP RATE    (Hz),CHARGE (pC),PULSE ENERGY (mJ),FOCAL SIZE (um^2),SILICON FILTERS (um),TRANSMISSION,ATTENUATION CHANGED DURING RUN?,ATTENUATOR IN FRONT OF FRONT DETECTOR (um),SAMPLE-DETECTOR Z (mm),DS1 POS Z (mm),DS1 QMAX (Å-1),DS1 MOVED DURING RUN?,DSD POS Z (mm),DSD QMAX (Å-1),DSD MOVED DURING RUN?,SAMPLE X POS ROUGH (mm),SAMPLE Y POS ROUGH (mm),SAMPLE Z POS ROUGH (mm),SAMPLE X POS FINE (encoder),SAMPLE Z POS FINE (encoder),DISTANCE FROM NOZZLE (mm),CHANGED Y OR Z POS DURING RUN?,PRESSURE SAMPLE CHAMBER (torr),PRESSURE DETECTOR STAGE (torr),GAS PRESSURE (PSI N2),LIQUID PRESSURE (PSI He),PIEZO WAVEFORM,PIEZO FREQUENCY (Hz),PIEZO AMPLITUDE (Vpp),NOZZLE DIAMETER (pixels),JET DIAMETER MEASURE AT?,JET DIAMETER (um),FLOW RATE (ul/min),DROPLET VELOCITY (m/s),DROPLET DIAMETER (um),DROPLET-DROPLET DISTANCE (um),CALCULATED TEMPERATURE (K),DAQ MODE,# OF FILES (.xtc),SIZE (GB),FRAMES / GB,FRAMES PROCESSED,#HITS hitfinder,RATE (%) hitfinder,#ICEHITS hitfinder,ICE RATIO,COMMENT copy,run copy,runnum,nxtc,sizextc,nfr,darksub,hitf,nhitf,hitfADC,hitfNAT,hitfr,icef,nicef,icefADC,icefNAT,icefr,comment,type0,type0 < 50ADUs,50ADUs < type0 < 100ADUs,type1,type1 < 50ADUs,50ADUs < type1 < 100ADUs,type2,type3,strong hits,strong hits > 50ADUs,strong hits > 100ADUs,type0 damagedHits,type1 damagedHits,type0 failedFits,type1 failedFits,type0 damagedHits > 50ADUs,type1 damagedHits > 50ADUs,type0 failedFits > 50ADUs,type1 failedFits > 50ADUs,type0 damagedHits > 100ADUs,type1 damagedHits > 100ADUs,type0 failedFits > 100ADUs,type1 failedFits > 100ADUs
122,X: 447 hits,,,,,,,H2O,~14.5 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,16:02:56,16:11:52,8:56,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1436,-94.6999,2.9287,26,-1500238,45.3839723431637,,4.60E-04,,300,211,SINE,2.00E+05,20,,,,,,,,,,12,634,99,62987,447,0.71,9,0.01,~14.5 um droplets ~45 mm away from the nozzle,122,122,12,634,62987,-1,1,447,50,10000,0.71,1,9,1000,10,0.01,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
123,,,,,,,,dark calibration,,,1/20/2013,16:12:02,16:14:08,2:06,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,141,106,14992,0,0.00,0,0.00,,123,123,6,141,14992,-1,1,0,50,10000,0,1,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
124,X: 46 hits,,,,,,,H2O,"bad run, changing gas/liquid pressure during run",,1/20/2013,,,,,,,,,,,,,,129.0114,-449.9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,104,9964,46,0.46,12,0.12,"bad run, changing gas/liquid pressure during run",124,124,6,96,9964,-1,1,46,50,10000,0.46,1,12,500,10,0.12,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
125,X: 238 hits,X: 0 weak; 238 strong,X: 234 (0); 3 (2); 1 (3),X: 54 (0); 0 (1),X: 82 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,16:38:40,16:46:15,7:35,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,4.8936,-99.6999,3.2793,29,-1500450,40.3786918404364,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,510,106,54121,238,0.44,70,0.13,~12.8 um droplets ~40 mm away from the nozzle,125,125,6,510,54121,-1,1,238,50,10000,0.44,1,70,500,10,0.13,DONE,234,54,82,0,0,0,3,1,234,180,98,0,0,0,0,0,0,0,0,0,0,0,0
126,X: 393 hits,X: 0 weak; 393 strong,X: 386 (0); 6 (2); 1 (3),X: 46 (0); 0 (1),X: 71 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,16:46:34,17:02:26,15:52,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.894,-99.6999,3.2793,28,-1500445,40.378716509414,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,18,1090,103,111866,393,0.35,7,0.01,~12.8 um droplets ~40 mm away from the nozzle,126,126,18,1090,111866,-1,1,393,50,10000,0.35,1,7,1000,10,0.01,DONE,386,46,71,0,0,0,6,1,386,340,269,0,0,0,0,0,0,0,0,0,0,0,0
127,X: 66 hits,X: 0 weak; 66 strong,X: 65 (0); 1 (2),X: 6 (0); 0 (1),X: 10 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle; damaged events,CXI Feb2011-1,1/20/2013,17:02:29,17:05:06,2:37,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.894,-99.6999,3.2793,28,-1500445,40.378716509414,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,177,102,17966,66,0.37,1,0.01,~12.8 um droplets ~40 mm away from the nozzle; damaged events,127,127,6,177,17966,-1,1,66,50,10000,0.37,1,1,1000,10,0.01,DONE,65,6,10,0,0,0,1,0,65,59,49,0,0,0,0,0,0,0,0,0,0,0,0
128,X: 55 hits,X: 0 weak; 55 strong,X: 53 (0); 1 (1); 1 (3),X: 8 (0); 0 (1),X: 6 (0); 0 (1),,1.85,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:05:11,17:07:04,1:53,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.894,-99.6999,3.2793,28,-1500445,40.378716509414,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,134,97,12967,55,0.42,2,0.02,~12.8 um droplets ~40 mm away from the nozzle,128,128,6,134,12967,-1,1,55,50,10000,0.42,1,2,1000,10,0.02,DONE,53,8,6,1,0,0,0,1,54,46,40,0,0,0,0,0,0,0,0,0,0,0,0
129,X: 106 hits,X: 0 weak; 106 strong,X: 106 (0),X: 17 (0); 0 (1),X: 27 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:07:10,17:11:19,4:09,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,288,102,29348,106,0.36,0,0.00,~12.8 um droplets ~40 mm away from the nozzle,129,129,6,288,29348,-1,1,106,50,10000,0.36,1,0,1000,10,0,DONE,106,17,27,0,0,0,0,0,106,89,62,0,0,0,0,0,0,0,0,0,0,0,0
130,X: 164 hits,X: 0 weak; 164 strong,X: 161 (0); 2 (2); 1 (3),X: 21 (0); 0 (1),X: 36 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:11:21,17:17:21,6:00,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,406,105,42683,164,0.38,3,0.01,~12.8 um droplets ~40 mm away from the nozzle,130,130,6,406,42683,-1,1,164,50,10000,0.38,1,3,1000,10,0.01,DONE,161,21,36,0,0,0,2,1,161,140,104,0,0,0,0,0,0,0,0,0,0,0,0
131,X: 152 hits,X: 0 weak; 152 strong,X: 150 (0); 2 (2),X: 20 (0); 0 (1),X: 26 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:17:33,17:22:21,4:48,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,328,102,33433,152,0.45,2,0.01,~12.8 um droplets ~40 mm away from the nozzle,131,131,6,328,33433,-1,1,152,50,10000,0.45,1,2,1000,10,0.01,DONE,150,20,26,0,0,0,2,0,150,130,104,0,0,0,0,0,0,0,0,0,0,0,0
132,X: 173 hits,X: 0 weak; 173 strong,X: 172 (0); 1 (2),X: 20 (0); 0 (1),X: 26 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:22:25,17:27:49,5:24,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,368,105,38800,173,0.45,3,0.01,~12.8 um droplets ~40 mm away from the nozzle,132,132,6,368,38800,-1,1,173,50,10000,0.45,1,3,1000,10,0.01,DONE,172,20,26,0,0,0,1,0,172,152,126,0,0,0,0,0,0,0,0,0,0,0,0
133,X: 2 hits,X: 0 weak; 2 strong,X: 2 (0),X: 1 (0); 0 (1),X: 0 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:27:52,17:28:11,0:19,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,24,90,2156,2,0.09,0,0.00,~12.8 um droplets ~40 mm away from the nozzle,133,133,6,24,2156,-1,1,2,50,10000,0.09,1,0,1000,10,0,DONE,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134,X: 448 hits,X: 0 weak; 448 strong,X: 443 (0); 2 (2); 3 (3),X: 48 (0); 0 (1),X: 58 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:28:17,17:42:12,14:55,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.874,-99.6999,3.2793,28,-1500445,40.3774800148254,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,1011,106,107000,448,0.42,6,0.01,~12.8 um droplets ~40 mm away from the nozzle,134,134,12,1011,107000,-1,1,448,50,10000,0.42,1,6,1000,10,0.01,DONE,443,48,58,0,0,0,2,3,443,395,337,0,0,0,0,0,0,0,0,0,0,0,0
135,X: 19 hits,X: 0 weak; 19 strong,X: 19 (0),X: 3 (0); 0 (1),X: 1 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:43:14,17:43:52,0:38,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.8936,-99.6999,3.3789,28,-1500445,40.3794228398528,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,45,97,4375,19,0.43,0,0.00,~12.8 um droplets ~40 mm away from the nozzle,135,135,6,45,4375,-1,1,19,50,10000,0.43,1,0,1000,10,0,DONE,19,3,1,0,0,0,0,0,19,16,15,0,0,0,0,0,0,0,0,0,0,0,0
136,X: 381 hits,X: 0 weak; 381 strong,X: 378 (0); 1 (1); 2 (2),X: 39 (0); 1 (1),X: 57 (0); 0 (1),,0.26,H2O,~12.8 um droplets ~40 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:43:56,17:52:05,8:09,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,4.8936,-99.6999,3.3789,28,-1500445,40.3794228398528,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,563,102,57549,381,0.66,8,0.01,~12.8 um droplets ~40 mm away from the nozzle,136,136,12,563,57549,-1,1,381,50,10000,0.66,1,8,1000,10,0.01,DONE,378,39,57,1,1,0,2,0,379,339,282,0,0,0,0,0,0,0,0,0,0,0,0
137,X: 3 hits,X: 0 weak; 3 strong,X: 3 (0),X: 1 (0); 0 (1),X: 1 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:54:51,17:55:17,0:26,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,5.1943,-94.6999,3.3789,28,-1500445,45.3882836943701,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,30,98,2928,3,0.10,1,0.03,~12.8 um droplets ~45 mm away from the nozzle,137,137,6,30,2928,-1,1,3,50,10000,0.1,1,1,500,10,0.03,DONE,3,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
138,X: 268 hits,X: 0 weak; 268 strong,X: 263 (0); 1 (1); 5 (2),X: 50 (0); 1 (1),X: 95 (0); 0 (1),,0.38,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,17:55:19,18:03:27,8:08,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,5.1943,-94.6999,3.3789,28,-1500445,45.3882836943701,,4.70E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,556,105,58383,268,0.46,91,0.16,~12.8 um droplets ~45 mm away from the nozzle,138,138,12,556,58383,-1,1,268,50,10000,0.46,1,91,500,10,0.16,DONE,262,50,95,1,1,0,5,0,263,212,117,0,0,0,0,0,0,0,0,0,0,0,0
139,X: 550 hits,X: 0 weak; 550 strong,X: 539 (0); 2 (1); 6 (2); 3 (3),X: 54 (0); 0 (1),X: 79 (0); 1 (1),,0.37,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,18:04:02,18:18:30,14:28,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1992,-94.6999,3.3789,28,-1500445,45.3885869580407,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,981,106,103888,550,0.53,15,0.01,~12.8 um droplets ~45 mm away from the nozzle,139,139,12,981,103888,-1,1,550,50,10000,0.53,1,15,1000,10,0.01,DONE,539,54,79,2,0,1,6,3,541,487,407,0,0,0,0,0,0,0,0,0,0,0,0
140,X: 388 hits,X: 0 weak; 388 strong,X: 380 (0); 6 (2); 2 (3),X: 36 (0); 0 (1),X: 54 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,18:18:32,18:29:00,10:28,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1992,-94.6999,3.3789,28,-1500445,45.3885869580407,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,711,106,75020,388,0.52,13,0.02,~12.8 um droplets ~45 mm away from the nozzle,140,140,12,711,75020,-1,1,388,50,10000,0.52,1,13,1000,10,0.02,DONE,380,36,54,0,0,0,6,2,380,344,290,0,0,0,0,0,0,0,0,0,0,0,0
141,X: 425 hits,X: 0 weak; 425 strong,X: 413 (0); 1 (1); 8 (2); 3 (3),X: 53 (0); 1 (1),X: 63 (0); 0 (1),,0.24,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,18:29:04,18:42:17,13:13,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1992,-94.6999,3.3789,28,-1500445,45.3885869580407,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,896,106,94569,425,0.45,13,0.01,~12.8 um droplets ~45 mm away from the nozzle,141,141,12,896,94569,-1,1,425,50,10000,0.45,1,13,1000,10,0.01,DONE,413,53,63,1,1,0,8,3,414,360,297,0,0,0,0,0,0,0,0,0,0,0,0
142,X: 311 hits,X: 0 weak; 311 strong,X: 306 (0); 1 (1); 3 (2); 1 (3),X: 31 (0); 0 (1),X: 43 (0); 1 (1),,0.33,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,18:42:19,18:51:07,8:48,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1992,-94.6999,3.3789,28,-1500445,45.3885869580407,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,601,103,61638,311,0.50,7,0.01,~12.8 um droplets ~45 mm away from the nozzle,142,142,12,601,61638,-1,1,311,50,10000,0.5,1,7,1000,10,0.01,DONE,306,31,43,1,0,1,3,1,307,276,232,0,0,0,0,0,0,0,0,0,0,0,0
143,X: 551 hits,X: 0 weak; 551 strong,X: 544 (0); 5 (2); 2 (3),X: 62 (0); 0 (1),X: 77 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~45 mm away from the nozzle,CXI Feb2011-1,1/20/2013,18:51:10,19:06:57,15:47,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.1992,-94.6999,3.3789,28,-1500445,45.3885869580407,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,1073,106,113293,551,0.49,11,0.01,~12.8 um droplets ~45 mm away from the nozzle,143,143,12,1073,113293,-1,1,551,50,10000,0.49,1,11,1000,10,0.01,DONE,544,62,77,0,0,0,5,2,544,482,405,0,0,0,0,0,0,0,0,0,0,0,0
144,,,,,,,,dark calibration,,,1/20/2013,19:07:03,19:09:07,2:04,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,141,105,14742,0,0.00,0,0.00,,144,144,6,141,14742,-1,1,0,1,1000,0,0,0,500,40,0,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
145,X: 47 hits,X: 0 weak; 47 strong,X: 45 (0); 2 (2),X: 9 (0); 0 (1),X: 16 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:11:48,19:12:45,1:57,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,135,104,14000,47,0.34,18,0.13,~12.8 um droplets ~50 mm away from the nozzle,145,145,6,135,14000,-1,1,47,50,10000,0.34,1,18,500,10,0.13,DONE,45,9,16,0,0,0,2,0,45,36,20,0,0,0,0,0,0,0,0,0,0,0,0
146,X: 6 hits,X: 0 weak; 6 strong,X: 6 (0),X: 2 (0); 0 (1),X: 2 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:12:48,19:13:25,0:37,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,42,64,2702,6,0.22,2,0.07,~12.8 um droplets ~50 mm away from the nozzle,146,146,6,42,2702,-1,1,6,50,10000,0.22,1,2,500,10,0.07,DONE,6,2,2,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
147,X: 311 hits,X: 0 weak; 311 strong,X: 292 (0); 3 (1); 14 (2); 2 (3),X: 64 (0); 2 (1),X: 113 (0); 0 (1),,1.02,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:13:29,19:32:50,19:21,9400,50,120,150,3.17,1.5x1.5,320,5.96E-02,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,18,1315,106,139053,311,0.22,104,0.07,~12.8 um droplets ~50 mm away from the nozzle,147,147,18,1315,139053,-1,1,311,50,10000,0.22,1,104,500,10,0.07,DONE,292,64,113,3,2,0,14,2,295,229,116,0,0,0,0,0,0,0,0,0,0,0,0
148,X: 384 hits,X: 0 weak; 384 strong,X: 375 (0); 1 (1); 6 (2); 2 (3),X: 47 (0); 0 (1),X: 62 (0); 1 (1),,0.27,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:33:13,19:47:57,14:44,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,1009,104,105357,384,0.36,10,0.01,~12.8 um droplets ~50 mm away from the nozzle,148,148,12,1009,105357,-1,1,384,50,10000,0.36,1,10,1000,10,0.01,DONE,375,47,62,1,0,1,6,2,376,329,266,0,0,0,0,0,0,0,0,0,0,0,0
149,X: 77 hits,X: 0 weak; 77 strong,X: 77 (0),X: 7 (0); 0 (1),X: 7 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:47:58,19:50:40,2:42,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,183,105,19294,77,0.40,0,0.00,~12.8 um droplets ~50 mm away from the nozzle,149,149,6,183,19294,-1,1,77,50,10000,0.4,1,0,1000,10,0,DONE,77,7,7,0,0,0,0,0,77,70,63,0,0,0,0,0,0,0,0,0,0,0,0
150,X: 78 hits,X: 0 weak; 78 strong,X: 77 (0); 1 (2),X: 9 (0); 0 (1),X: 14 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:50:48,19:53:12,2:24,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,165,104,17119,78,0.46,1,0.01,~12.8 um droplets ~50 mm away from the nozzle,150,150,6,165,17119,-1,1,78,50,10000,0.46,1,1,1000,10,0.01,DONE,77,9,14,0,0,0,1,0,77,68,54,0,0,0,0,0,0,0,0,0,0,0,0
151,X: 352 hits,X: 0 weak; 352 strong,X: 345 (0); 1 (1); 4 (2); 2 (3),X: 40 (0); 1 (1),X: 53 (0); 0 (1),,0.29,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,19:53:46,20:03:06,9:20,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,12,658,100,65695,352,0.54,12,0.02,~12.8 um droplets ~50 mm away from the nozzle,151,151,12,658,65695,-1,1,352,50,10000,0.54,1,12,1000,10,0.02,DONE,345,40,53,1,1,0,4,2,346,305,252,0,0,0,0,0,0,0,0,0,0,0,0
152,X: 173 hits,X: 0 weak; 173 strong,X: 171 (0); 2 (2),X: 19 (0); 0 (1),X: 25 (0); 0 (1),,0.00,H2O,~12.8 um droplets ~50 mm away from the nozzle,CXI Feb2011-1,1/20/2013,20:03:07,20:08:11,5:04,9400,50,120,150,3.17,1.5x1.5,240,1.16E-01,,,129.0114,-449.9886,,,,,,5.5088,-89.6999,3.4795,22,-1500467,50.3988203584402,,4.60E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,345,105,36383,173,0.48,6,0.02,~12.8 um droplets ~50 mm away from the nozzle,152,152,6,345,36383,-1,1,173,50,10000,0.48,1,6,1000,10,0.02,DONE,171,19,25,0,0,0,2,0,171,152,127,0,0,0,0,0,0,0,0,0,0,0,0
153,X: 414 hits,,,,,,,H2O,~12.8 um droplets ~30 mm away from the nozzle; SAXS,CXI Feb2011-1,1/20/2013,20:19:49,20:25:36,5:47,9400,50,120,150,3.17,1.5x1.5,0,1.00E+00,,220,129.0114,-449.9886,,,,,,4.2764,-109.6999,3.1797,26,-1500500,30.3592652999879,,4.50E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,393,106,41587,414,1.00,270,0.65,~12.8 um droplets ~30 mm away from the nozzle; SAXS,153,153,6,393,41587,-1,1,414,50,10000,1,1,270,500,10,0.65,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
154,X: 55 hits,,,,,,,H2O,~12.8 um droplets ~30 mm away from the nozzle; lots of damaged events,CXI Feb2011-1,1/20/2013,20:25:38,20:26:38,1:00,9400,50,120,150,3.17,1.5x1.5,0,1.00E+00,,220,129.0114,-449.9886,,,,,,4.2764,-109.6999,3.1797,26,-1500500,30.3592652999879,,4.50E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,104,54,5621,55,0.98,34,0.60,~12.8 um droplets ~30 mm away from the nozzle; lots of damaged events,154,154,6,104,5621,-1,1,55,50,10000,0.98,1,34,500,10,0.6,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
155,X: 202 hits,,,,,,,H2O,~12.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/20/2013,20:26:40,20:29:28,2:48,9400,50,120,150,3.17,1.5x1.5,0,1.00E+00,,220,129.0114,-449.9886,,,,,,4.2676,-109.6999,3.1797,26,-1500500,30.3587190920014,,4.50E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,192,104,20034,202,1.01,133,0.66,~12.8 um droplets ~30 mm away from the nozzle,155,155,6,192,20034,-1,1,202,50,10000,1.01,1,133,500,10,0.66,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
156,X: 6 hits,,,,,,,H2O,~12.8 um droplets ~30 mm away from the nozzle,CXI Feb2011-1,1/20/2013,20:29:33,20:29:42,0:09,9400,50,120,150,3.17,1.5x1.5,0,1.00E+00,,220,129.0116,-449.9884,,,,,,4.2676,-109.6999,3.1797,26,-1500500,30.3587190920014,,4.50E-04,,300,176,SINE,2.00E+05,20,,,,,,,,,,6,12,46,550,6,1.09,4,0.73,~12.8 um droplets ~30 mm away from the nozzle,156,156,6,12,550,-1,1,6,50,10000,1.09,1,4,500,10,0.73,DONE,-1,-1,-1,-1,-1,-1,-1,-1,-2,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0
